address,apn,building_type,stories_total,stories_above,stories_below,units,occupancy_type
924 5TH ST,4292015046,Soft Story,3,3,0,10,
924 5TH ST,4292015047,Soft Story,3,3,0,10,
924 5TH ST,4292015048,Soft Story,3,3,0,10,
924 5TH ST,4292015049,Soft Story,3,3,0,10,
924 5TH ST,4292015051,Soft Story,3,3,0,10,
804 5TH ST,4292016001,Soft Story,2,2,0,4,
808 5TH ST,4292016002,Soft Story,3,3,0,10,
818 5TH ST,4292016004,Soft Story,2,2,0,10,
834 5TH ST (834-836 5TH ST),4292016007,Soft Story,2,2,0,5,
838 5TH ST,4292016008,Soft Story,3,3,0,11,
844 5TH ST,4292016009,Soft Story,2,2,0,10,
835 4TH ST,4292016018,Soft Story,3,3,0,22,
807 4TH ST,4292016023,Soft Story,3,3,0,1,
402 MONTANA AVE,4292016024,Soft Story,3,3,0,12,
817 4TH ST,4292016025,Soft Story,3,3,0,30,
814 5TH ST,4292016041,Soft Story,3,3,0,10,
814 5TH ST,4292016042,Soft Story,3,3,0,10,
814 5TH ST,4292016043,Soft Story,3,3,0,10,
814 5TH ST,4292016044,Soft Story,3,3,0,10,
814 5TH ST,4292016045,Soft Story,3,3,0,10,
814 5TH ST,4292016046,Soft Story,3,3,0,10,
814 5TH ST,4292016047,Soft Story,3,3,0,10,
814 5TH ST,4292016048,Soft Story,3,3,0,10,
814 5TH ST,4292016049,Soft Story,3,3,0,10,
814 5TH ST,4292016050,Soft Story,3,3,0,10,
425 IDAHO AVE,4292016052,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016053,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016054,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016055,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016056,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016057,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016058,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016059,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016060,Soft Story,3,2,0,10,
425 IDAHO AVE,4292016061,Soft Story,3,2,0,10,
820 4TH ST,4292017004,Soft Story,3,3,0,7,
824 4TH ST,4292017005,Soft Story,3,3,0,16,
325 IDAHO AVE,4292017013,Soft Story,3,3,0,12,
831 3RD ST,4292017019,Soft Story,3,3,0,14,
827 3RD ST,4292017020,Soft Story,2,2,0,10,
807 3RD ST,4292017024,Soft Story,2,2,0,10,
908 4TH ST,4292018002,Unreinforced Masonry,2,,,,
918 4TH ST,4292018004,Soft Story,3,3,0,14,
924 4TH ST,4292018005,Soft Story,3,3,0,14,
928 4TH ST,4292018006,Soft Story,3,3,0,14,
933 3RD ST,4292018015,Soft Story,2,2,0,10,
927 3RD ST,4292018016,Soft Story,2,2,0,10,
937 3RD ST,4292018027,Soft Story,3,3,0,30,
914 4TH ST,4292018029,Soft Story,3,3,0,16,
1037 3RD ST,4292019012,Soft Story,4,4,0,14,
1001 3RD ST,4292019015,Unreinforced Masonry,3+ Penthouse,,,,
329 CALIFORNIA AVE,4292019016,Soft Story,3,3,0,20,
1014 4TH ST,4292019079,Soft Story,3,3,0,11,
1014 4TH ST,4292019080,Soft Story,3,3,0,11,
1014 4TH ST,4292019081,Soft Story,3,3,0,11,
1014 4TH ST,4292019082,Soft Story,3,3,0,11,
1014 4TH ST,4292019083,Soft Story,3,3,0,11,
1014 4TH ST,4292019084,Soft Story,3,3,0,11,
1014 4TH ST,4292019085,Soft Story,3,3,0,11,
1014 4TH ST,4292019086,Soft Story,3,3,0,11,
1014 4TH ST,4292019087,Soft Story,3,3,0,11,
1014 4TH ST,4292019088,Soft Story,3,3,0,11,
1014 4TH ST,4292019089,Soft Story,3,3,0,11,
330 CALIFORNIA AVE,4292020001,Unreinforced Masonry,5 w/basement and sub-parking,,,,
1114 4TH ST,4292020002,Soft Story,2,2,0,15,
309 WILSHIRE BLVD,4292020004,Non-Ductile Concrete,2,,,0,Commercial
320 CALIFORNIA AVE,4292020009,Soft Story,2,2,0,1,
300 CALIFORNIA AVE,4292020010,Soft Story,3,3,0,35,
315 WILSHIRE BLVD (307-315 WILSHIRE BLVD),4292020012,Unreinforced Masonry,2,,,,
1129 2ND ST,4292021009,Non-Ductile Concrete,8,,,0,Commercial
220 CALIFORNIA AVE,4292021015,Soft Story,3,3,0,36,
201 WILSHIRE BLVD,4292021019,Non-Ductile Concrete,3,,,0,Commercial
210 CALIFORNIA AVE,4292021020,Soft Story,3,3,0,10,
1111 2ND ST,4292021021,Non-Ductile Concrete,17,,,0,Hotel
233 WILSHIRE BLVD,4292021022,Non-Ductile Concrete,10,,,0,Commercial
1118 3RD ST,4292021024,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021025,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021026,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021027,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021028,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021029,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021030,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021031,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021032,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021033,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021034,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021035,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021036,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021037,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021038,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021039,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021040,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021041,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021042,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021043,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021044,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021045,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021046,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021047,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021048,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021049,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021050,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021051,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021052,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021053,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021054,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021055,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021056,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021057,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021058,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021059,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021060,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021061,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021062,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021063,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021064,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021065,Non-Ductile Concrete,6,,,43,Residential
1118 3RD ST,4292021066,Non-Ductile Concrete,6,,,43,Residential
222 WASHINGTON AVE,4292022001,Soft Story,3,3,0,24,
1044 3RD ST,4292022007,Soft Story,2,2,0,10,
1047 2ND ST,4292022013,Soft Story,2,2,0,10,
205 WASHINGTON AVE,4292023010,Unreinforced Masonry,5,,,,
933 2ND ST,4292023014,Soft Story,3,3,0,14,
927 2ND ST,4292023015,Soft Story,3,3,0,15,
905 2ND ST,4292023019,Non-Ductile Concrete,2,,,20,Residential
918 3RD ST,4292023052,Soft Story,3,3,0,9,
914 3RD ST,4292023053,Soft Story,3,3,0,10,
914 3RD ST,4292023054,Soft Story,3,3,0,10,
914 3RD ST,4292023055,Soft Story,3,3,0,10,
914 3RD ST,4292023056,Soft Story,3,3,0,10,
914 3RD ST,4292023057,Soft Story,3,3,0,10,
914 3RD ST,4292023058,Soft Story,3,3,0,10,
914 3RD ST,4292023059,Soft Story,3,3,0,10,
914 3RD ST,4292023060,Soft Story,3,3,0,10,
914 3RD ST,4292023061,Soft Story,3,3,0,10,
914 3RD ST,4292023062,Soft Story,3,3,0,10,
814 3RD ST,4292024003,Soft Story,2,2,0,9,
858 3RD ST,4292024010,Soft Story,2,2,0,14,
860 3RD ST,4292024011,Soft Story,2,2,0,14,
808 2ND ST,4292025002,Soft Story,3,3,0,11,
834 2ND ST,4292025005,Soft Story,4,4,0,15,
838 2ND ST,4292025006,Soft Story,2,2,0,15,
842 2ND ST (842-844 2ND ST),4292025007,Soft Story,2,2,0,6,
849 OCEAN AVE,4292025010,Soft Story,4,4,0,63,
801 OCEAN AVE ,4292025022,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025023,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025024,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025025,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025026,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025027,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025028,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025029,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025030,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025031,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025032,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025033,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025034,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025035,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025036,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025037,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025038,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025039,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025040,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025041,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025042,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025043,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025044,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025045,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025046,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025047,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025048,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025049,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025050,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025051,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025052,Non-Ductile Concrete,6,,,32,Residential
801 OCEAN AVE ,4292025053,Non-Ductile Concrete,6,,,32,Residential
122 MONTANA AVE (122-128 MONTANA AVE/804 2ND ST),4292025055,Soft Story,3,2,0,5,
124 MONTANA AVE (122-128 MONTANA AVE/804 2ND ST),4292025056,Soft Story,3,2,0,5,
126 MONTANA AVE (122-128 MONTANA AVE/804 2ND ST),4292025057,Soft Story,3,2,0,5,
128 MONTANA AVE (122-128 MONTANA AVE/804 2ND ST),4292025058,Soft Story,3,2,0,5,
804 2ND ST (122-128 MONTANA AVE),4292025059,Soft Story,3,2,0,5,
918 2ND ST (918-922 2ND ST),4292026003,Soft Story,2,2,0,3,
125 WASHINGTON AVE,4292026011,Soft Story,3,3,0,12,
933 OCEAN AVE,4292026017,Soft Story,2,2,0,12,
923 OCEAN AVE,4292026019,Soft Story,2,2,0,8,
915 OCEAN AVE,4292026026,Soft Story,3,3,0,21,
124 IDAHO AVE,4292026044,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026045,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026046,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026047,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026048,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026049,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026050,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026051,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026052,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026053,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026054,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026055,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026056,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026057,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026058,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026059,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026060,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026061,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026062,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026063,Non-Ductile Concrete,6,,,21,Residential
124 IDAHO AVE,4292026064,Non-Ductile Concrete,6,,,21,Residential
120 WASHINGTON AVE,4292027002,Unreinforced Masonry,1,,,,
1008 2ND ST,4292027003,Soft Story,4,4,0,14,
1022 2ND ST,4292027006,Soft Story,3,3,0,11,
1028 2ND ST,4292027007,Soft Story,3,3,0,11,
1032 2ND ST,4292027008,Soft Story,4,4,0,14,
1038 2ND ST,4292027009,Soft Story,2,2,0,15,
1042 2ND ST (1042-1044 2ND ST),4292027010,Soft Story,2,2,0,7,
101 CALIFORNIA AVE,4292027023,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027024,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027025,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027026,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027027,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027028,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027029,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027030,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027031,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027032,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027033,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027034,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027035,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027036,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027037,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027038,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027039,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027040,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027041,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027042,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027043,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027044,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027045,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027046,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027047,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027048,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027049,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027050,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027051,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027052,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027053,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027054,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027055,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027056,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027057,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027058,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027059,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027060,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027061,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027062,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027063,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027064,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027065,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027066,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027067,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027068,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027069,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027070,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027071,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027072,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027073,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027074,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027075,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027076,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027077,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027078,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027079,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027080,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027081,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027082,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027083,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027084,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027085,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027086,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027087,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027088,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027089,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027090,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027091,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027092,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027093,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027094,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027095,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027096,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027097,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027098,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027099,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027100,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027101,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027102,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027103,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027104,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027105,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027106,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027107,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027108,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027109,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027110,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027111,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027112,Steel Moment Frame,13,,,91,
101 CALIFORNIA AVE,4292027113,Steel Moment Frame,13,,,91,
1007 OCEAN AVE ,4292027116,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027117,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027118,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027119,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027120,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027121,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027122,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027123,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027124,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027125,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027126,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027127,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027128,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027129,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027130,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027131,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027132,Non-Ductile Concrete,5,,,18,Residential
1007 OCEAN AVE ,4292027133,Non-Ductile Concrete,5,,,18,Residential
101 WILSHIRE BLVD (1132 2ND ST),4292028001,Concrete Tilt-Up,,,,,
451 SAN VICENTE BLVD ,4293001022,Soft Story,2,2,0,20,
435 SAN VICENTE BLVD,4293001025,Soft Story,2,2,0,14,
401 SAN VICENTE BLVD ,4293001028,Soft Story,3,3,0,17,
227 4TH ST,4293001029,Soft Story,2,2,0,5,
323 SAN VICENTE BLVD,4293002031,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002032,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002033,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002034,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002035,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002036,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002037,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002038,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002039,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002040,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002041,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002042,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002043,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002044,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002045,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002046,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002047,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002048,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002049,Soft Story,3,3,0,20,
323 SAN VICENTE BLVD,4293002050,Soft Story,3,3,0,20,
132 SAN VICENTE BLVD  (130-132 SAN VICENTE BLVD),4293003001,Soft Story,2,2,0,28,
302 SAN VICENTE BLVD (302-304 SAN VICENTE BLVD),4293003007,Soft Story,3,3,0,20,
316 SAN VICENTE BLVD,4293003008,Soft Story,3,3,0,22,
326 SAN VICENTE BLVD,4293003009,Soft Story,3,3,0,17,
301 OCEAN AVE,4293003021,Soft Story,3,3,0,47,
416 SAN VICENTE BLVD,4293004002,Soft Story,3,3,0,24,
522 SAN VICENTE BLVD,4293004009,Soft Story,3,3,0,8,
608 SAN VICENTE BLVD,4293004012,Soft Story,3,3,0,27,
630 SAN VICENTE BLVD,4293004014,Soft Story,3,3,0,24,
516 SAN VICENTE BLVD,4293004035,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004036,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004037,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004038,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004039,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004040,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004041,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004042,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004043,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004044,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004045,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004046,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004047,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004048,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004049,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004050,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004051,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004052,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004053,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004054,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004055,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004056,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004057,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004058,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004059,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004060,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004061,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004062,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004063,Soft Story,4,3,0,30,
516 SAN VICENTE BLVD,4293004064,Soft Story,4,3,0,30,
424 SAN VICENTE BLVD (424-438 SAN VICENTE BLVD),4293004152,Soft Story,2,2,0,6,
433 OCEAN AVE,4293007018,Soft Story,3,3,0,20,
515 OCEAN AVE,4293008051,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008052,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008053,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008054,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008055,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008056,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008057,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008058,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008059,Steel Moment Frame,6,,,87,
