address,apn,building_type,stories_total,stories_above,stories_below,units,occupancy_type
515 OCEAN AVE,4293008060,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008061,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008062,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008063,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008064,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008065,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008066,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008067,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008068,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008069,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008070,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008071,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008072,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008073,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008074,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008075,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008076,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008077,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008078,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008079,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008080,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008081,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008082,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008083,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008084,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008085,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008086,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008087,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008088,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008089,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008090,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008091,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008092,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008093,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008094,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008095,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008096,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008097,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008098,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008099,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008100,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008101,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008102,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008103,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008104,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008105,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008106,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008107,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008108,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008109,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008110,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008111,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008112,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008113,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008114,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008115,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008116,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008117,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008118,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008119,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008120,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008121,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008122,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008123,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008124,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008125,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008126,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008129,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008130,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008131,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008132,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008133,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008134,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008135,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008136,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008137,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008138,Steel Moment Frame,6,,,87,
515 OCEAN AVE,4293008220,Steel Moment Frame,6,,,87,
638 LINCOLN BLVD ,4293011008,Soft Story,2,2,0,5,
702 LINCOLN BLVD ,4293011009,Soft Story,2,2,0,6,
714 LINCOLN BLVD ,4293011011,Soft Story,2,2,0,5,
608 LINCOLN BLVD ,4293011034,Soft Story,2,2,0,6,
608 LINCOLN BLVD ,4293011035,Soft Story,2,2,0,6,
608 LINCOLN BLVD ,4293011036,Soft Story,2,2,0,6,
608 LINCOLN BLVD ,4293011037,Soft Story,2,2,0,6,
608 LINCOLN BLVD ,4293011038,Soft Story,2,2,0,6,
608 LINCOLN BLVD ,4293011039,Soft Story,2,2,0,6,
728 LINCOLN BLVD (728-730 LINCOLN BLVD),4293011047,Soft Story,2,2,0,4,
728 LINCOLN BLVD (728-730 LINCOLN BLVD),4293011048,Soft Story,2,2,0,4,
728 LINCOLN BLVD (728-730 LINCOLN BLVD),4293011049,Soft Story,2,2,0,4,
730 LINCOLN BLVD (728-730 LINCOLN BLVD),4293011050,Soft Story,2,2,0,4,
632 LINCOLN BLVD,4293011052,Soft Story,2,2,0,5,
632 LINCOLN BLVD,4293011053,Soft Story,2,2,0,5,
632 LINCOLN BLVD,4293011054,Soft Story,2,2,0,5,
632 LINCOLN BLVD,4293011055,Soft Story,2,2,0,5,
632 LINCOLN BLVD,4293011056,Soft Story,2,2,0,5,
511 MONTANA AVE,4293013024,Soft Story,3,3,0,8,
427 MONTANA AVE,4293013027,Soft Story,2,2,0,24,
311 MONTANA AVE,4293014019,Soft Story,3,3,0,16,
135 MONTANA AVE,4293014027,Soft Story,2,2,0,18,
757 OCEAN AVE,4293014036,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014037,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014038,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014039,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014040,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014041,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014042,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014043,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014044,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014045,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014046,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014047,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014048,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014049,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014050,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014051,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014052,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014053,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014054,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014055,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014056,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014057,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014058,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014059,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014060,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014061,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014062,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014063,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014064,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014065,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014066,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014067,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014068,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014069,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014070,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014071,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014072,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014073,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014074,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014075,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014076,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014077,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014078,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014079,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014080,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014081,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014082,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014083,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014084,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014085,Soft Story,4,4,0,51,
757 OCEAN AVE,4293014086,Soft Story,4,4,0,51,
219 MONTANA AVE,4293014088,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014089,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014090,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014091,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014092,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014093,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014094,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014095,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014096,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014097,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014098,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014099,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014100,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014101,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014102,Soft Story,3,3,0,16,
219 MONTANA AVE,4293014103,Soft Story,3,3,0,16,
701 OCEAN AVE,4293014169,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014170,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014171,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014172,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014173,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014174,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014175,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014176,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014177,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014178,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014179,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014180,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014181,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014182,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014183,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014184,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014185,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014186,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014187,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014188,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014191,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014192,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014193,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014194,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014195,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014196,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014197,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014198,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014199,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014200,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014201,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014202,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014207,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014208,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014209,Steel Moment Frame,4,,,36,
701 OCEAN AVE,4293014210,Steel Moment Frame,4,,,36,
633 OCEAN AVE ,4293015001,Soft Story,3,2,0,31,
130 ALTA AVE,4293015004,Soft Story,2,2,0,9,
125 PALISADES AVE,4293015030,Soft Story,3,3,0,12,
603 OCEAN AVE,4293015037,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015037,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015038,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015038,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015039,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015039,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015040,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015040,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015041,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015041,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015042,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015042,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015043,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015043,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015044,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015044,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015045,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015045,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015046,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015046,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015047,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015047,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015048,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015048,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015049,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015049,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015050,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015050,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015051,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015051,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015052,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015052,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015053,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015053,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015054,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015054,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015055,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015055,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015056,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015056,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015057,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015057,Steel Moment Frame,4,,,22,
603 OCEAN AVE,4293015058,Unreinforced Masonry,6,,,,
603 1ST CT (603 OCEAN AVE),4293015058,Steel Moment Frame,4,,,22,
201 OCEAN AVE,4293019001,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019002,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019003,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019004,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019005,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019006,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019007,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019008,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019009,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019010,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019011,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019012,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019013,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019014,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019015,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019016,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019017,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019018,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019019,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019020,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019021,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019022,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019023,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019024,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019025,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019026,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019027,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019028,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019029,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019030,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019031,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019032,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019033,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019034,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019035,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019036,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019037,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019038,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019039,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019040,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019041,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019042,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019043,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019044,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019045,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019046,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019047,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019048,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019049,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019050,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019051,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019052,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019053,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019054,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019055,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019056,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019057,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019058,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019059,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019060,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019061,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019062,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019063,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019064,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019065,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019066,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019067,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019068,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019069,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019070,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019071,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019072,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019073,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019074,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019075,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019076,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019077,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019078,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019079,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019080,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019081,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019082,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019083,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019084,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019085,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019086,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019087,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019088,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019089,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019090,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019091,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019092,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019093,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019094,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019095,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019096,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019097,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019098,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019099,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019100,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019101,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019102,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019103,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019104,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019105,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019106,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019107,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019108,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019109,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019110,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019111,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019112,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019113,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019114,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019115,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019116,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019117,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019118,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019119,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019120,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019121,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019122,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019123,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019124,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019125,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019126,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019127,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019128,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019129,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019130,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019131,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019132,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019133,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019134,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019135,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019136,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019137,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019138,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019139,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019140,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019141,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019142,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019143,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019144,Non-Ductile Concrete,16,,,157,Residential
201 OCEAN AVE,4293019145,Non-Ductile Concrete,16,,,157,Residential
